relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file
Relevant,Abstract,Abstract,0,10.1139/B06-110,Picea mariana (Bt white spruce),'Hypoxylon fragiforme',needle,Present,Endophytic,Isolated from field-grown transgenic Bt white spruce needles and identified using PCR-RFLP,(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1139_B06-110
Relevant,Abstract,Abstract,0,10.1139/B06-110,Picea mariana (Bt white spruce),'Lophodermium nitens'],needle,Present,Endophytic,Isolated from field-grown transgenic Bt white spruce needles and identified using PCR-RFLP,(Not provided in text),(Not provided in text),Abstract-CSV,DOI_10.1139_B06-110
Relevant,Abstract,Abstract,0,10.1016/j.funbio.2022.03.005,Dendrobium officinale,Tiankengomelania guangxiense,Not specified,Present,"""Endophytic","Biocontrol Agent""; ""Isolated from Dashiwei Tiankengs in Leye county Guangxi Province; China""",Not specified,China,Abstract-CSV,DOI_10.1016_j.funbio.2022.03.005
Relevant,Abstract,Abstract,0,10.2134/agronj1982.00021962007400050028x,Glycine max (L.) Merr.,['Phomopsis sp.',seed,Present,Pathogenic,"""Seed-borne fungi; isolated from soybeans cultured on potato-dextrose agar.""",Not specified,Not specified,Abstract-CSV,DOI_10.2134_agronj1982.00021962007400050028x
Relevant,Abstract,Abstract,0,10.2134/agronj1982.00021962007400050028x,Glycine max (L.) Merr.,'Diaporthe phaseolorum (Cke. and Ell.) Sacc.'],seed,Present,Pathogenic,"""Seed-borne fungi; isolated from soybeans cultured on potato-dextrose agar.""",Not specified,Not specified,Abstract-CSV,DOI_10.2134_agronj1982.00021962007400050028x
Relevant,Abstract,Abstract,0,10.1080/15226514.2024.2307901,Hordeum brevisubulatum,Epichlo&euml; bromicola,"""root","stem""",Present,Endophytic; Infected during hydroponic experiments during the seedling stage.,Not Provided,Not Provided,Abstract-CSV,DOI_10.1080_15226514.2024.2307901
Relevant,Abstract,Abstract,0,10.1007/s11284-010-0795-y,Ceriops tagal,[Pestalotiopsis (unspecified),"""stem","root""",Present,Endophytic; Isolated from four Rhizophoraceae mangrove plant species. Host and tissue specificity observed.,Mangrove,China (South Coast),Abstract-CSV,DOI_10.1007_s11284-010-0795-y
Relevant,Abstract,Abstract,0,10.1007/s11284-010-0795-y,Ceriops tagal,Phomopsis (unspecified)],"""stem","root""",Present,Endophytic; Isolated from four Rhizophoraceae mangrove plant species. Host and tissue specificity observed.,Mangrove,China (South Coast),Abstract-CSV,DOI_10.1007_s11284-010-0795-y
Relevant,Abstract,Abstract,0,10.1007/s11284-010-0795-y,Rhizophora apiculata,[Pestalotiopsis (unspecified),"""stem","root""",Present,Endophytic; Isolated from four Rhizophoraceae mangrove plant species. Host and tissue specificity observed.,Mangrove,China (South Coast),Abstract-CSV,DOI_10.1007_s11284-010-0795-y
Relevant,Abstract,Abstract,0,10.1007/s11284-010-0795-y,Rhizophora apiculata,Phomopsis (unspecified)],"""stem","root""",Present,Endophytic; Isolated from four Rhizophoraceae mangrove plant species. Host and tissue specificity observed.,Mangrove,China (South Coast),Abstract-CSV,DOI_10.1007_s11284-010-0795-y
Relevant,Abstract,Abstract,0,10.1007/s11284-010-0795-y,R. stylosa,[Pestalotiopsis (unspecified),"""stem","root""",Present,Endophytic; Isolated from four Rhizophoraceae mangrove plant species. Host and tissue specificity observed.,Mangrove,China (South Coast),Abstract-CSV,DOI_10.1007_s11284-010-0795-y
Relevant,Abstract,Abstract,0,10.1007/s11284-010-0795-y,R. stylosa,Phomopsis (unspecified)],"""stem","root""",Present,Endophytic; Isolated from four Rhizophoraceae mangrove plant species. Host and tissue specificity observed.,Mangrove,China (South Coast),Abstract-CSV,DOI_10.1007_s11284-010-0795-y
Relevant,Abstract,Abstract,0,10.1007/s11284-010-0795-y,Bruguiera sexangula var. rhynchopetala,[Pestalotiopsis (unspecified),"""stem","root""",Present,Endophytic; Isolated from four Rhizophoraceae mangrove plant species. Host and tissue specificity observed.,Mangrove,China (South Coast),Abstract-CSV,DOI_10.1007_s11284-010-0795-y
Relevant,Abstract,Abstract,0,10.1007/s11284-010-0795-y,Bruguiera sexangula var. rhynchopetala,Phomopsis (unspecified)],"""stem","root""",Present,Endophytic; Isolated from four Rhizophoraceae mangrove plant species. Host and tissue specificity observed.,Mangrove,China (South Coast),Abstract-CSV,DOI_10.1007_s11284-010-0795-y
Relevant,Abstract,Abstract,0,10.3390/jof7020109,Bethencourtia palmensis,Aspergillus sp.,stem parts,Present,"""Endophytic","with potential biocontrol properties""; Isolated from stem parts",(Not specified),(Not specified),Abstract-CSV,DOI_10.3390_jof7020109
Relevant,Abstract,Abstract,0,10.1007/s11274-008-9893-1,Dendrobium nobile,Guignardia mangiferae,leaf,Present,Endophytic,"""Dominant fungal species within leaves; isolated from leaves""",epiphytic,China,Abstract-CSV,DOI_10.1007_s11274-008-9893-1
Relevant,Abstract,Abstract,0,10.1016/j.fct.2004.12.002,Phaseolus vulgaris L. (bean),Cladosporium spp.,Not specified,Present,Unknown,"""Isolated from bean crops in Croatia; shortly after harvest""",Agricultural fields in 13 counties of the Republic of Croatia,Croatia,Abstract-CSV,DOI_10.1016_j.fct.2004.12.002
Relevant,Abstract,Abstract,0,10.1007/s11418-012-0701-8,Cinchona ledgeriana (Rubiaceae),21 endophytic filamentous fungi (species not specified),Not specified,Present,Endophytic,Isolated from Cinchona ledgeriana,Not specified,Not specified,Abstract-CSV,DOI_10.1007_s11418-012-0701-8
Relevant,Abstract,Abstract,0,10.1016/j.phytochem.2020.112505,Rubia podantha Diels (Rubiaceae),Pestalotiopsis neglecta S3,stems,Present,Endophytic,Isolated from fresh stems,,,Abstract-CSV,DOI_10.1016_j.phytochem.2020.112505
Relevant,Abstract,Abstract,0,10.1002/slct.202400637,Monarda citriodora,Aspergillus fumigatus,Not specified,Present,Endophytic,Isolated from medicinal plant Monarda citriodora,,,Abstract-CSV,DOI_10.1002_slct.202400637
Relevant,Abstract,Abstract,0,10.1139/cjm-47-10-943,Amomum siamense Criab.,Colletotrichum 'gloeosporioides' (Penz.) Penz. & Sacc.,"""leaves",pseudostems,"rhizomes""","Present; ""Endophytic; Unknown (some may be pathogenic or saprotrophic)""; Isolated from apparently healthy organs of the wild ginger; ""Doi Suthep-Pui National Park","Thailand""",Thailand,Abstract-CSV,DOI_10.1139_cjm-47-10-943
Relevant,Abstract,Abstract,0,10.1139/cjm-47-10-943,Amomum siamense Criab.,Glomerella spp.,"""leaves",pseudostems,"rhizomes""","Present; ""Endophytic; Unknown (some may be pathogenic or saprotrophic)""; Isolated from apparently healthy organs of the wild ginger; ""Doi Suthep-Pui National Park","Thailand""",Thailand,Abstract-CSV,DOI_10.1139_cjm-47-10-943
Relevant,Abstract,Abstract,0,10.1139/cjm-47-10-943,Amomum siamense Criab.,xylariaceous fungi,"""leaves",pseudostems,"rhizomes""","Present; ""Endophytic; Unknown (some may be pathogenic or saprotrophic)""; Isolated from apparently healthy organs of the wild ginger; ""Doi Suthep-Pui National Park","Thailand""",Thailand,Abstract-CSV,DOI_10.1139_cjm-47-10-943
Relevant,Abstract,Abstract,0,10.1139/cjm-47-10-943,Amomum siamense Criab.,Phomopsis spp.,"""leaves",pseudostems,"rhizomes""","Present; ""Endophytic; Unknown (some may be pathogenic or saprotrophic)""; Isolated from apparently healthy organs of the wild ginger; ""Doi Suthep-Pui National Park","Thailand""",Thailand,Abstract-CSV,DOI_10.1139_cjm-47-10-943
Relevant,Abstract,Abstract,0,10.1139/cjm-47-10-943,Amomum siamense Criab.,Gaeumannomyces amomi,"""leaves",pseudostems,"rhizomes""","Present; ""Endophytic; Unknown (some may be pathogenic or saprotrophic)""; Isolated from apparently healthy organs of the wild ginger; ""Doi Suthep-Pui National Park","Thailand""",Thailand,Abstract-CSV,DOI_10.1139_cjm-47-10-943
Relevant,Abstract,Abstract,0,10.1139/cjm-47-10-943,Amomum siamense Criab.,Leiosphaerella amomi,"""leaves",pseudostems,"rhizomes""","Present; ""Endophytic; Unknown (some may be pathogenic or saprotrophic)""; Isolated from apparently healthy organs of the wild ginger; ""Doi Suthep-Pui National Park","Thailand""",Thailand,Abstract-CSV,DOI_10.1139_cjm-47-10-943
Relevant,Abstract,Abstract,0,10.1139/cjm-47-10-943,Amomum siamense Criab.,Pyricularia species,"""leaves",pseudostems,"rhizomes""","Present; ""Endophytic; Unknown (some may be pathogenic or saprotrophic)""; Isolated from apparently healthy organs of the wild ginger; ""Doi Suthep-Pui National Park","Thailand""",Thailand,Abstract-CSV,DOI_10.1139_cjm-47-10-943
Relevant,Abstract,Abstract,0,10.1080/22311866.2024.2399718,Aglaia argentea Blume,Lasiodiplodia theobromae BPPCA144,Not specified,Present,Endophytic,Isolated from Aglaia argentea,(Not specified in the text),(Not specified in the text),Abstract-CSV,DOI_10.1080_22311866.2024.2399718
Relevant,Abstract,Abstract,0,10.1007/s00339-020-3395-x,Nothapodytes foetida,Aspergillus nidulans,Not specified,Present,Endophytic,Isolated from medicinal plant Nothapodytes foetida,,Not specified,Abstract-CSV,DOI_10.1007_s00339-020-3395-x
Relevant,Abstract,Abstract,0,10.1007/s11274-011-0950-9,Glycine max,Metarhizium anisopliae LHL07,root,Present,Endophytic,Isolated from roots of field-grown soybean plants,,,Abstract-CSV,DOI_10.1007_s11274-011-0950-9
Relevant,Abstract,Abstract,0,10.1016/j.phytol.2019.12.007,Mahonia fortunei,Pleosporales sp. F46,pedicel,Present,Endophytic,Co-cultivated endophytes in the same ecological niche,,,Abstract-CSV,DOI_10.1016_j.phytol.2019.12.007
Relevant,Abstract,Abstract,0,10.1016/j.phytol.2019.12.007,Mahonia fortunei,Acremonium pilosum F47,pedicel,Present,Endophytic,Co-cultivated endophytes in the same ecological niche,,,Abstract-CSV,DOI_10.1016_j.phytol.2019.12.007
Relevant,Full-Text,Full-Text,10,10.3389/fmicb.2022.961172,Coelogyne viscosa,Dark Septate Fungal Endophyte (specific strain not specified),roots,Present,Endophytic,Isolated from roots of epiphytic orchid Coelogyne viscosa,Tropical Forest,China,Full-Text,DOI_10.3389_fmicb.2022.961172
Relevant,Abstract,Abstract,0,10.1111/jam.13192,Vinca rosea (Catharanthus roseus),Alternaria alternata,Not specified,Present,"""Endophytic","with potential biocontrol agent properties""; Isolated from V. rosea",Not specified,Not specified,Abstract-CSV,DOI_10.1111_jam.13192
Relevant,Abstract,Abstract,0,10.1007/s11130-025-01317-8,Astragalus mongholicus,Talaromyces coprophilus,root,Present,Endophytic,"""Isolated from root of Astragalus mongholicus; studied through co-culture with fungus and host root""",(Not provided in text),China,Abstract-CSV,DOI_10.1007_s11130-025-01317-8
Relevant,Abstract,Abstract,0,10.1002/chir.22128,Salsola oppostifolia,Coniothyrium sp.,,Present,"""Endophytic","Biocontrol Agent (against Microbotryum violaceum; Chlorella fusca; Escherichia coli; and Bacillus megaterium)""; Isolated from Salsola oppostifolia from Gomera in the Canary Islands",Canary Islands,Spain,Abstract-CSV,DOI_10.1002_chir.22128
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Phragmites australis,Aspergillus (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Phragmites australis,Cladosporium (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Phragmites australis,Epicoccum (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Phragmites australis,Paraconiothyrium (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Phragmites australis,Penicillium (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Phragmites australis,Septoriella (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Phragmites australis,Talaromyces (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Suaeda japonica,Aspergillus (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Suaeda japonica,Cladosporium (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Suaeda japonica,Epicoccum (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Suaeda japonica,Paraconiothyrium (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Suaeda japonica,Penicillium (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Suaeda japonica,Septoriella (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.3390/jmse9040430,Suaeda japonica,Talaromyces (unspecified species),Not specified,Present,"""Endophytic","Unknown""; Isolated from emersed halophytes in river deltas and tidal flats of Korean Ramsar Wetlands; ""River Deltas","Tidal Flats""",Korea,Abstract-CSV,DOI_10.3390_jmse9040430
Relevant,Abstract,Abstract,0,10.1007/s11274-011-0940-y,Dioscorea zingiberensis,Berkleasmium sp Dzf12,rhizomes,Present,Endophytic,"""The fungus was isolated from and is associated with the host plant; with the plant's polysaccharides serving as elicitors for enhanced diepoxin production.""",,,Abstract-CSV,DOI_10.1007_s11274-011-0940-y
Relevant,Abstract,Abstract,0,10.1080/14786419.2021.1889543,Grateloupia turuturu,Penicillium chrysogenum,Not specified,Present,Endophytic,Inhabited the marine medical red alga Grateloupia turuturu,Marine,Not specified,Abstract-CSV,DOI_10.1080_14786419.2021.1889543
Relevant,Abstract,Abstract,0,10.1111/1744-7917.12461,Gossypium hirsutum (Cotton),['Phialemonium inflatum',"""flower buds","fruits""",Present,Endophytic; Insect species (western tarnished plant bugs and southern green stink bugs) show negative responses to cotton reproductive structures colonized by candidate beneficial fungal endophytes. Behavioral responses indicate a putative role for volatile compounds in mediating the negative response.,U.S. cotton belt,United States,Abstract-CSV,DOI_10.1111_1744-7917.12461
Relevant,Abstract,Abstract,0,10.1111/1744-7917.12461,Gossypium hirsutum (Cotton),'Beauveria bassiana'],"""flower buds","fruits""",Present,Endophytic; Insect species (western tarnished plant bugs and southern green stink bugs) show negative responses to cotton reproductive structures colonized by candidate beneficial fungal endophytes. Behavioral responses indicate a putative role for volatile compounds in mediating the negative response.,U.S. cotton belt,United States,Abstract-CSV,DOI_10.1111_1744-7917.12461
Relevant,Abstract,Abstract,0,10.3390/md23020088,Musa acuminata (Banana,Medicopsis sp. SCSIO 40440,Not specified,Present,Biocontrol Agent (produces antifungal compounds),"""Isolated from mangrove plant; exhibits potent antifungal activity against Fusarium oxysporum f. sp. cubense (Foc) tropical race 4""",Mangrove,(Not specified),Abstract-CSV,DOI_10.3390_md23020088
Relevant,Abstract,Abstract,0,10.3390/md23020088,Cavendish type),Medicopsis sp. SCSIO 40440,Not specified,Present,Biocontrol Agent (produces antifungal compounds),"""Isolated from mangrove plant; exhibits potent antifungal activity against Fusarium oxysporum f. sp. cubense (Foc) tropical race 4""",Mangrove,(Not specified),Abstract-CSV,DOI_10.3390_md23020088
