"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract",0,"10.1093/jxb/erv096","panicum virgatum (switchgrass)","burkholderia phytofirmans strain psjn","""root system","shoot""","present","endophytic; ""inoculation of burkholderia phytofirmans strain psjn led to increased root system; shoot length; and biomass yields in cv. alamo (lowland ecotype); but had no beneficial effect on cv. cave-in-rock (upland ecotype).""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1093_jxb_erv096","Abstract"
"Relevant","full-text","full-text",17,"10.3389/fpls.2015.00113","stanleya pinnata (brassicaceae)",NA,"root","present","endophytic","isolated from root","seleniferous site","not mentioned","full-text","doi_10.3389_fpls.2015.00113","Full-Text"
"Relevant","abstract","abstract",0,"10.1016/j.virol.2015.02.034","not specified",NA,"not specified","present","mycovirus","""intracellular presence; possible association with endophytic and phytopathogenic fungi""","not specified","not specified","abstract-csv","doi_10.1016_j.virol.2015.02.034","Abstract"
"Relevant","abstract","abstract",0,"10.3390/toxins7030773","lolium arundinaceum (tall fescue)","epichlo? sp.","grasses","present","endophytic","produces ergot alkaloids responsible for 'fescue toxicosis' in livestock","grassland","not specified","abstract-csv","doi_10.3390_toxins7030773","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00253-015-6487-3","plant (unspecified","endophytes (various","tissues of the plant","present","endophytic","""living within the tissues of the plant without causing symptoms of disease. involved in various functions such as plant growth; development; stress tolerance; and adaptation.""","(not specified)","(not specified)","abstract-csv","doi_10.1007_s00253-015-6487-3","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00253-015-6487-3","plant (unspecified","not specified)","tissues of the plant","present","endophytic","""living within the tissues of the plant without causing symptoms of disease. involved in various functions such as plant growth; development; stress tolerance; and adaptation.""","(not specified)","(not specified)","abstract-csv","doi_10.1007_s00253-015-6487-3","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00253-015-6487-3","but context suggests a variety of plants)","endophytes (various","tissues of the plant","present","endophytic","""living within the tissues of the plant without causing symptoms of disease. involved in various functions such as plant growth; development; stress tolerance; and adaptation.""","(not specified)","(not specified)","abstract-csv","doi_10.1007_s00253-015-6487-3","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00253-015-6487-3","but context suggests a variety of plants)","not specified)","tissues of the plant","present","endophytic","""living within the tissues of the plant without causing symptoms of disease. involved in various functions such as plant growth; development; stress tolerance; and adaptation.""","(not specified)","(not specified)","abstract-csv","doi_10.1007_s00253-015-6487-3","Abstract"
"Relevant","abstract","abstract",0,"10.1002/jobm.201400898","many plants","gluconacetobacter diazotrophicus","""roots","leaves","and other plant tissues""","present; ""endophytic; plant growth-promoting""; ""living inside roots; leaves; and other plant tissues as endophyte""",NA,NA,"abstract-csv","doi_10.1002_jobm.201400898","Abstract"
"Relevant","abstract","abstract",0,"10.1002/jobm.201400628","pisum sativum (pea)","sclerotinia sclerotiorum","not specified","present","biological control agent","causing disease in pea plants","agricultural field","not specified","abstract-csv","doi_10.1002_jobm.201400628","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pdis-05-14-0515-pdn","vitis heyneana roem. & schult","neofusicoccum parvum","""panicle","leaf""","present","pathogenic; causing panicle blight and leaf spot. isolated from surface-sterilized roots.","not specified","china","abstract-csv","doi_10.1094_pdis-05-14-0515-pdn","Abstract"
"Relevant","abstract","abstract",0,"10.1128/aem.04253-14","oryza sativa (rice)","bradyrhizobium sp.","various tissues","present","endophytic","""isolated from various rice tissues using oligotrophic properties; selective medium; and nodulation on macroptilium atropurpureum.""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1128_aem.04253-14","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00299-015-1766-0","arabidopsis thaliana","bacillus sp.","root","present","endophytic","""isolated from arabidopsis root; promotes lateral root growth and inhibits primary root elongation""",NA,NA,"abstract-csv","doi_10.1007_s00299-015-1766-0","Abstract"
"Relevant","full-text","full-text",9,"10.3389/fpls.2015.00046","oryza sativa (rice)","nostoc os-1","root","present","""endophytic","phytostimulation""; isolated from surface-sterilized roots","not specified","pakistan","full-text","doi_10.3389_fpls.2015.00046","Full-Text"
"Relevant","abstract","abstract",0,"10.1002/cbdv.201400098","unknown","microsphaeropsis sp.",NA,"present","endophytic","isolated from endophytic fungi",NA,NA,"abstract-csv","doi_10.1002_cbdv.201400098","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10529-015-1773-9","plant-based agricultural wastes (unspecified)",NA,"not specified","present","hydrocarbon producers (mycodiesel)","isolated from plant-based agricultural wastes",NA,NA,"abstract-csv","doi_10.1007_s10529-015-1773-9","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10529-015-1773-9","plant-based agricultural wastes (unspecified)","nodulisporium sp.","not specified","present","hydrocarbon producers (mycodiesel)","isolated from plant-based agricultural wastes",NA,NA,"abstract-csv","doi_10.1007_s10529-015-1773-9","Abstract"
"Relevant","abstract","abstract",0,"10.1111/tpj.12777","setaria viridis",NA,"root","present","associative nitrogen fixation","""plant roots effectively colonized by bacterial inoculants; promoting growth.""","not specified","not specified","abstract-csv","doi_10.1111_tpj.12777","Abstract"
"Relevant","abstract","abstract",0,"10.1111/nph.13323","triticum aestivum (wheat)","zymoseptoria tritici","not specified","present","pathogenic","""tar1; a plant homeodomain protein in wheat; plays a critical role during the transition from symptomless to necrotrophic growth of septoria.""","not specified","not specified","abstract-csv","doi_10.1111_nph.13323","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pdis-07-14-0755-pdn","bruguiera gymnorrhiza (l.) savigny","alternaria alternata","leaf","present","pathogenic","isolated from surface-sterilized leaves and confirmed through morphological and molecular analysis.","mangrove","china","abstract-csv","doi_10.1094_pdis-07-14-0755-pdn","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pdis-09-14-0947-pdn","eruca sativa syn.: e. vesicaria subsp. sativa (mill) thell.","albugo candida kunze","""leaf surface","lower leaf surfaces","upper leaf surfaces","petioles; stems""; present; pathogenic; ""isolated from symptoms on commercial crops; identified through morphological characters and genomic dna sequencing""",NA,"south africa","abstract-csv","doi_10.1094_pdis-09-14-0947-pdn","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pdis-09-14-0954-pdn","hevea brasiliensis muell. arg","alternaria alternata keissler","leaf","present","pathogenic","""isolated from surface-sterilized leaves; confirmed through field inoculation and koch's postulates""",NA,"china","abstract-csv","doi_10.1094_pdis-09-14-0954-pdn","Abstract"
"Relevant","full-text","abstract",0,"10.1094/pdis-06-14-0625-pdn","solanum lycopersicum l.","pseudocercospora fuligena deighton","leaf","present","pathogenic","isolated from surface-sterilized leaves. infection resulted in symptoms and further isolation.; agricultural","""ohio","usa""","abstract-csv","doi_10.1094_pdis-06-14-0625-pdn","Full-Text"
"Relevant","full-text","full-text",43,"10.3389/fmicb.2014.00715","mangifera indica (mango)","pestalotiopsis mangiferae","not specified","present","endophytic","associated with the host plant","rainforest","not specified","full-text","doi_10.3389_fmicb.2014.00715","Full-Text"
"Relevant","abstract","abstract",0,"10.1139/cjm-2014-0483","clitoria ternatea l.","not applicable (text mentions bacteria","root nodules","present","endophytic","""isolated from root nodules of clitoria ternatea l.; confirmed by partial 16s rrna sequencing and nifh gene amplification. strains showed growth on ashby's n-free media over 7 generations; indicating presumptive nitrogen fixation. none of the strains showed the capability to renodulate the host plant.""","(not specified in the text)","(not specified in the text)","abstract-csv","doi_10.1139_cjm-2014-0483","Abstract"
"Relevant","abstract","abstract",0,"10.1139/cjm-2014-0483","clitoria ternatea l.","not fungi)","root nodules","present","endophytic","""isolated from root nodules of clitoria ternatea l.; confirmed by partial 16s rrna sequencing and nifh gene amplification. strains showed growth on ashby's n-free media over 7 generations; indicating presumptive nitrogen fixation. none of the strains showed the capability to renodulate the host plant.""","(not specified in the text)","(not specified in the text)","abstract-csv","doi_10.1139_cjm-2014-0483","Abstract"
"Relevant","full-text","full-text",22,"10.1371/journal.pone.0115455","populus trichocarpa x deltoides cv. h11–11",NA,"stem","present","""endophytic","plant growth promoting""; isolated from surface-sterilized roots","not specified","united states of america","full-text","doi_10.1371_journal.pone.0115455","Full-Text"
"Relevant","abstract","abstract",0,"10.1104/pp.114.255927","triticum aestivum (wheat)","zymoseptoria tritici","leaf","present","pathogenic","""the pathogen reproduces on wheat without cell penetration; suggesting intimate intercellular communication between fungus and plant throughout the disease cycle.""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1104_pp.114.255927","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.fitote.2015.01.002","not specified","sarcosomataceae no.45-1-8-1","cultured solid cultures","present","endophytic","isolated from solid cultures",NA,NA,"abstract-csv","doi_10.1016_j.fitote.2015.01.002","Abstract"
"Relevant","abstract","abstract",0,"10.1002/jobm.201300173","cicer arietinum (chickpea)",NA,"""root","nodule""","present","endophytic; isolated from roots and nodules of chickpea cultivated in northern india","agricultural farm under ccs haryana agricultural university","india","abstract-csv","doi_10.1002_jobm.201300173","Abstract"
"Relevant","abstract","abstract",0,"10.1055/s-0034-1396153","tobacco mosaic virus (tobacco)","aspergillus versicolor",NA,"present","endophytic","isolated from the endophytic fungus aspergillus versicolor",NA,NA,"abstract-csv","doi_10.1055_s-0034-1396153","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11356-014-4006-1","helianthus annuus (sunflower)","pseudomonas genus","root","present","endophytic","""isolated from surface-sterilized roots of agrostis capillaris; inoculated to sunflower.""",NA,NA,"abstract-csv","doi_10.1007_s11356-014-4006-1","Abstract"
"Relevant","full-text","abstract",0,"10.1094/pdis-08-14-0814-pdn","zea mays (corn)","mucor irregularis","kernel","present","pathogenic","isolated from surface-disinfected symptomatic kernels","agricultural field","china","abstract-csv","doi_10.1094_pdis-08-14-0814-pdn","Full-Text"
"Relevant","full-text","abstract",0,"10.1094/pdis-07-14-0693-pdn","platanus acerifolia (aiton) willd.","erysiphe platani","""leaves","petioles","young stems""","present; pathogenic; ""isolated from leaves; petioles; and young stems. observed as powdery masses of conidia and mycelium.""","urban","brazil","abstract-csv","doi_10.1094_pdis-07-14-0693-pdn","Full-Text"
"Relevant","abstract","abstract",0,"10.1094/pdis-06-14-0663-pdn","panax ginseng","ilyonectria robusta","root","present","pathogenic","isolated from surface-sterilized roots and confirmed by dna sequence analysis",NA,"china","abstract-csv","doi_10.1094_pdis-06-14-0663-pdn","Abstract"
"Relevant","full-text","abstract",0,"10.1094/pdis-05-14-0534-pdn","celtis australis l.","phytophthora megasperma drech.","collar and root","present","pathogenic","""isolated from surface-sterilized roots and collar with symptoms of wilting; dieback; and death.""","commercial nursery located in the floodplain","italy","abstract-csv","doi_10.1094_pdis-05-14-0534-pdn","Full-Text"
