"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","publication_year","filter_reason"
"Relevant","abstract","abstract","0.0","10.1016/j.apsoil.2021.104308","citrus sinensis osbeck cv. newhall","arbuscular mycorrhizal fungus","root","present","mycorrhiza","endophytic""; field inoculation of newhall navel oranges; improvement of root fungal colonization.","field","","abstract-csv","doi_10.1016_j.apsoil.2021.104308","Abstract","doi:10.1016/j.apsoil.2021.104308","int_2f0d567e97598c4e","arbuscular mycorrhizal fungus","glomeromycota","Resolved","alias_exact_accepted","1.0","18","citrus sinensis osbeck cv. newhall","citrus aurantium","Resolved","synonym_map","0.95","8077391","2022.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.apsoil.2021.104308","citrus sinensis osbeck cv. newhall","piriformospora indica","root","present","mycorrhiza","endophytic""; field inoculation of newhall navel oranges; improvement of root fungal colonization.","agriculture","","abstract-csv","doi_10.1016_j.apsoil.2021.104308","Abstract","doi:10.1016/j.apsoil.2021.104308","int_94bfe9dda56aa7f2","piriformospora indica","serendipita indica","Resolved","synonym_map","0.95","9711144","citrus sinensis osbeck cv. newhall","citrus aurantium","Resolved","synonym_map","0.95","8077391","2022.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.apsoil.2021.104308","citrus sinensis osbeck cv. newhall","piriformospora indica","root","present","mycorrhiza","endophytic""; field inoculation of newhall navel oranges; improvement of root fungal colonization.","field","","abstract-csv","doi_10.1016_j.apsoil.2021.104308","Abstract","doi:10.1016/j.apsoil.2021.104308","int_94bfe9dda56aa7f2","piriformospora indica","serendipita indica","Resolved","synonym_map","0.95","9711144","citrus sinensis osbeck cv. newhall","citrus aurantium","Resolved","synonym_map","0.95","8077391","2022.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.apsoil.2021.104308","citrus sinensis osbeck cv. newhall","","root","present","mycorrhiza","endophytic""; field inoculation of newhall navel oranges; improvement of root fungal colonization.","agriculture","","abstract-csv","doi_10.1016_j.apsoil.2021.104308","Abstract","doi:10.1016/j.apsoil.2021.104308","int_1d3277bed11f8d61","","","Unresolved","none","0.0","","citrus sinensis osbeck cv. newhall","citrus aurantium","Resolved","synonym_map","0.95","8077391","2022.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.apsoil.2021.104308","citrus sinensis osbeck cv. newhall","","root","present","mycorrhiza","endophytic""; field inoculation of newhall navel oranges; improvement of root fungal colonization.","field","","abstract-csv","doi_10.1016_j.apsoil.2021.104308","Abstract","doi:10.1016/j.apsoil.2021.104308","int_1d3277bed11f8d61","","","Unresolved","none","0.0","","citrus sinensis osbeck cv. newhall","citrus aurantium","Resolved","synonym_map","0.95","8077391","2022.0","guild"
"Relevant","full-text","full-text","9.0","10.3117/plantroot.15.1","vaccinium oldhamii","leohumicola verrucosa","hypocotyl cuttings","present","mycorrhiza","endophytic""; in vitro inoculation and colonization pattern study","forest","JPN","full-text","doi_10.3117_plantroot.15.1","Full-Text","doi:10.3117/plantroot.15.1","int_7130f3680c784450","leohumicola verrucosa","leohumicola verrucosa","Resolved","exact_accepted","1.0","2577747","vaccinium oldhamii","vaccinium oldhamii","Resolved","exact_accepted","1.0","4936640","2021.0","guild"
"Relevant","full-text","full-text","9.0","10.3117/plantroot.15.1","vaccinium oldhamii","oidiodendron maius","hypocotyl cuttings","present","mycorrhiza","endophytic""; in vitro inoculation and colonization pattern study","forest","JPN","full-text","doi_10.3117_plantroot.15.1","Full-Text","doi:10.3117/plantroot.15.1","int_45761e017952f987","oidiodendron maius","","Unresolved","no_match","0.0","","vaccinium oldhamii","vaccinium oldhamii","Resolved","exact_accepted","1.0","4936640","2021.0","guild"
"Relevant","full-text","full-text","9.0","10.3117/plantroot.15.1","vaccinium oldhamii","leptobacillium leptobactrum","hypocotyl cuttings","present","mycorrhiza","endophytic""; in vitro inoculation and colonization pattern study","forest","JPN","full-text","doi_10.3117_plantroot.15.1","Full-Text","doi:10.3117/plantroot.15.1","int_f7822f15feebff99","leptobacillium leptobactrum","leptobacillium leptobactrum","Resolved","exact_accepted","1.0","9808821","vaccinium oldhamii","vaccinium oldhamii","Resolved","exact_accepted","1.0","4936640","2021.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0794-8","leymus chinensis","arbuscular mycorrhizal fungus","whole plant under drought stress","present","mycorrhiza","""endophyte-infected (ei) plants showed increased drought resistance compared to endophyte-free (ef) plants; but this advantage was reduced by am fungus inoculation.""","inner mongolia steppe","CHN","abstract-csv","doi_10.1007_s00572-017-0794-8","Abstract","doi:10.1007/s00572-017-0794-8","int_8cb51cf5a2ec8c79","arbuscular mycorrhizal fungus","glomeromycota","Resolved","alias_exact_accepted","1.0","18","leymus chinensis","leymus chinensis","Resolved","exact_accepted","1.0","4134259","2017.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s00572-017-0794-8","leymus chinensis","arbuscular mycorrhizal fungus","whole plant under drought stress","present","mycorrhiza","""endophyte-infected (ei) plants showed increased drought resistance compared to endophyte-free (ef) plants; but this advantage was reduced by am fungus inoculation.""","inner mongolia steppe","MNG","abstract-csv","doi_10.1007_s00572-017-0794-8","Abstract","doi:10.1007/s00572-017-0794-8","int_8cb51cf5a2ec8c79","arbuscular mycorrhizal fungus","glomeromycota","Resolved","alias_exact_accepted","1.0","18","leymus chinensis","leymus chinensis","Resolved","exact_accepted","1.0","4134259","2017.0","guild"
"Uncertain","abstract","abstract","0.0","10.1038/167097a0","unknown","sclerotinia sp.","spores","present","pathogen","""sclerotinia spores were sprayed for study; not a plant-fungus interaction.""","","","abstract-csv","doi_10.1038_167097a0","Abstract","doi:10.1038/167097a0","int_9b0c47f5eb26a95c","sclerotinia sp.","sclerotinia","Resolved","exact_accepted","1.0","2580402","unknown","","Unresolved","none","0.0","","1951.0","relevance"
"Relevant","full-text","full-text","8.0","10.32604/phyton.2020.013668","pinus elliottii","funneliformis mosseae","root","present","mycorrhiza","inoculated and colonized the p. elliottii roots to form mycorrhizal structure","","CHN","full-text","doi_10.32604_phyton.2020.013668","Full-Text","doi:10.32604/phyton.2020.013668","int_3d52fa408fe25b8a","funneliformis mosseae","funneliformis mosseae","Resolved","exact_accepted","1.0","7578300","pinus elliottii","pinus elliottii","Resolved","exact_accepted","1.0","5285777","2021.0","guild"
"Relevant","abstract","abstract","0.0","10.3390/jof9090893","medicago sativa (alfalfa)","arbuscular mycorrhizal fungi","root","present","mycorrhiza","isolated from rhizosphere soil","halophyte environment","","abstract-csv","doi_10.3390_jof9090893","Abstract","doi:10.3390/jof9090893","int_484413b1c7e68603","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","medicago sativa (alfalfa)","medicago sativa","Resolved","exact_accepted","1.0","9151957","2023.0","guild"
"Relevant","abstract","abstract","0.0","10.3390/jof9090893","medicago sativa (alfalfa)","arbuscular mycorrhizal fungi","rhizosphere","present","mycorrhiza","isolated from rhizosphere soil","halophyte environment","","abstract-csv","doi_10.3390_jof9090893","Abstract","doi:10.3390/jof9090893","int_484413b1c7e68603","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","medicago sativa (alfalfa)","medicago sativa","Resolved","exact_accepted","1.0","9151957","2023.0","guild"
"Relevant","abstract","abstract","0.0","10.3390/agronomy9020073","eragrostis tef (teff)","arbuscular mycorrhizal fungi","root","present","mycorrhiza","mycorrhizal""; increased root colonization observed after inoculation from pristine fungal communities. lowered root colonization rates and spore density observed after n-p fertilization.","eroded croplands of the ethiopian highlands","ETH","abstract-csv","doi_10.3390_agronomy9020073","Abstract","doi:10.3390/agronomy9020073","int_98496d4a22abeb84","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","eragrostis tef (teff)","eragrostis tef","Resolved","exact_accepted","1.0","2705325","2019.0","guild"
"Relevant","abstract","abstract","0.0","10.3390/agronomy9020073","eragrostis tef (teff)","arbuscular mycorrhizal fungi","root","present","mycorrhiza","mycorrhizal""; increased root colonization observed after inoculation from pristine fungal communities. lowered root colonization rates and spore density observed after n-p fertilization.","eroded croplands of the ethiopian highlands","ERI","abstract-csv","doi_10.3390_agronomy9020073","Abstract","doi:10.3390/agronomy9020073","int_98496d4a22abeb84","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","eragrostis tef (teff)","eragrostis tef","Resolved","exact_accepted","1.0","2705325","2019.0","guild"
"Relevant","full-text","full-text","12.0","10.1007/s13199-017-0512-5","alnus glutinosa l.","tomentella sp.","root","present","mycorrhiza","endophytic""; ""growing in natural saline conditions; increased colonization under saline stress conditions""","forest","POL","full-text","doi_10.1007_s13199-017-0512-5","Full-Text","doi:10.1007/s13199-017-0512-5","int_4ce78c4490c9f2a4","tomentella sp.","tomentella","Resolved","exact_accepted","1.0","8171593","alnus glutinosa l.","alnus glutinosa","Resolved","exact_accepted","1.0","2876213","2018.0","guild"
"Relevant","full-text","full-text","12.0","10.1007/s13199-017-0512-5","alnus glutinosa l.","thelephora sp.","root","present","mycorrhiza","endophytic""; ""growing in natural saline conditions; increased colonization under saline stress conditions""","forest","POL","full-text","doi_10.1007_s13199-017-0512-5","Full-Text","doi:10.1007/s13199-017-0512-5","int_e7dfda4a63370a11","thelephora sp.","thelephora","Resolved","exact_accepted","1.0","2513794","alnus glutinosa l.","alnus glutinosa","Resolved","exact_accepted","1.0","2876213","2018.0","guild"
"Relevant","full-text","full-text","12.0","10.1007/s13199-017-0512-5","alnus glutinosa l.","of leotiomycetes and sordiomycetes","root","present","mycorrhiza","endophytic""; ""growing in natural saline conditions; increased colonization under saline stress conditions""","forest","POL","full-text","doi_10.1007_s13199-017-0512-5","Full-Text","doi:10.1007/s13199-017-0512-5","int_ae932ddcc334dcbb","of leotiomycetes and sordiomycetes","","Unresolved","no_match","0.0","","alnus glutinosa l.","alnus glutinosa","Resolved","exact_accepted","1.0","2876213","2018.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.geoderma.2020.114646","pinus yunnanensis","agaricomycetes","soil","present","mycorrhiza","saprotrophic; endophytic""; isolated from soil in a pinus yunnanensis forest during secondary succession.","forest","","abstract-csv","doi_10.1016_j.geoderma.2020.114646","Abstract","doi:10.1016/j.geoderma.2020.114646","int_a8ea6581b9ee8f7a","agaricomycetes","agaricomycetes","Resolved","exact_accepted","1.0","186","pinus yunnanensis","pinus yunnanensis","Resolved","exact_accepted","1.0","5285783","2020.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.geoderma.2020.114646","pinus yunnanensis","leotiomycetes","soil","present","mycorrhiza","saprotrophic; endophytic""; isolated from soil in a pinus yunnanensis forest during secondary succession.","forest","","abstract-csv","doi_10.1016_j.geoderma.2020.114646","Abstract","doi:10.1016/j.geoderma.2020.114646","int_dcd936da19fbb8c9","leotiomycetes","leotiomycetes","Resolved","exact_accepted","1.0","179","pinus yunnanensis","pinus yunnanensis","Resolved","exact_accepted","1.0","5285783","2020.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.geoderma.2020.114646","pinus yunnanensis","mortierellomycetes","soil","present","mycorrhiza","saprotrophic; endophytic""; isolated from soil in a pinus yunnanensis forest during secondary succession.","forest","","abstract-csv","doi_10.1016_j.geoderma.2020.114646","Abstract","doi:10.1016/j.geoderma.2020.114646","int_7b4c7d2f35a702cd","mortierellomycetes","mortierellomycetes","Resolved","exact_accepted","1.0","9651048","pinus yunnanensis","pinus yunnanensis","Resolved","exact_accepted","1.0","5285783","2020.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.geoderma.2020.114646","pinus yunnanensis","eurotiomycetes","soil","present","mycorrhiza","saprotrophic; endophytic""; isolated from soil in a pinus yunnanensis forest during secondary succession.","forest","","abstract-csv","doi_10.1016_j.geoderma.2020.114646","Abstract","doi:10.1016/j.geoderma.2020.114646","int_ac482719a2b0a7c1","eurotiomycetes","eurotiomycetes","Resolved","exact_accepted","1.0","178","pinus yunnanensis","pinus yunnanensis","Resolved","exact_accepted","1.0","5285783","2020.0","guild"
"Relevant","abstract","abstract","0.0","10.1093/oxfordjournals.aob.a090254","cordaites","","root","present","mycorrhiza","the relationship between fungus and root was like that existing in certain endotrophic mycorrhizae of the present day.; ""coal measures biome","uk""","uk","abstract-csv","doi_10.1093_oxfordjournals.aob.a090254","Abstract","doi:10.1093/oxfordjournals.aob.a090254","int_b1aca10dc3473522","","","Unresolved","none","0.0","","cordaites","cordaites","Resolved","exact_accepted","1.0","4890039","1930.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.apsoil.2022.104616","achnatherum sibiricum","funneliformis mosseae","leaf","present","mycorrhiza","mycorrhizal""; symbiotic infection with endophytes inhibits decomposition rate of host plant leaf litter. the effect is influenced by the presence of arbuscular mycorrhizal fungi (amf).","","","abstract-csv","doi_10.1016_j.apsoil.2022.104616","Abstract","doi:10.1016/j.apsoil.2022.104616","int_0077ae565961e3f6","funneliformis mosseae","funneliformis mosseae","Resolved","exact_accepted","1.0","7578300","achnatherum sibiricum","achnatherum sibiricum","Resolved","exact_accepted","1.0","4141276","2022.0","guild"
"Relevant","abstract","abstract","0.0","10.1002/ece3.546","quercus serrata","russula","root","present","mycorrhiza","root-endophytic""; ""co-colonization of both mycorrhizal and root-endophytic fungi. dominance of root-endophytic ascomycetes in helotiales; chaetothyriales; and rhytismatales.""","forest","JPN","abstract-csv","doi_10.1002_ece3.546","Abstract","doi:10.1002/ece3.546","int_c28c51a5d7c490cb","russula","russula","Resolved","exact_accepted","1.0","2551169","quercus serrata","quercus serrata","Resolved","exact_accepted","1.0","2879649","2013.0","guild"
"Relevant","abstract","abstract","0.0","10.1002/ece3.546","quercus serrata","lactarius","root","present","mycorrhiza","root-endophytic""; ""co-colonization of both mycorrhizal and root-endophytic fungi. dominance of root-endophytic ascomycetes in helotiales; chaetothyriales; and rhytismatales.""","forest","JPN","abstract-csv","doi_10.1002_ece3.546","Abstract","doi:10.1002/ece3.546","int_185aa70a1470a3e8","lactarius","lactarius","Resolved","exact_accepted","1.0","2532156","quercus serrata","quercus serrata","Resolved","exact_accepted","1.0","2879649","2013.0","guild"
